president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Joe Biden,Adults,12/12/2022,11/12/2022,11/18/2022,Morning Consult,B,45000,a,.15061787,.00746413,42,52,40.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81710,165770,11/27/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/14/2022,11/15/2022,Ipsos,B-,1005,a,.68962111,.03633732,37.2,57.22,35.93751,57.218983,"","",https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html,81671,165501,11/16/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/14/2022,11/16/2022,Marist College,A,1296,a,2.1002999,.16873029,42,54,42.21906,53.549782,"","",https://maristpoll.marist.edu/polls/a-look-to-2024/,81689,165562,11/18/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/13/2022,11/19/2022,Morning Consult,B,45000,a,.15065337,.00847384,42,51,40.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81711,165771,11/27/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/16/2022,11/17/2022,Morning Consult,B,2215,a,.05187929,.00327728,44,52,42.579656,54.155427,"","",https://morningconsult.com/2022/11/28/holiday-marketing-timing-november/,81716,165778,11/28/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/14/2022,11/20/2022,Morning Consult,B,45000,a,.15056872,.00951161,42,51,40.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81712,165772,11/27/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/16/2022,11/18/2022,Big Village,B,1008,a,.9159343,.07317782,40.4,50.9,40.203487,52.186844,"","",https://big-village.com/public-opinion-polling/,81766,165990,12/7/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/16/2022,11/20/2022,Quinnipiac University,A-,1589,a,2.0247329,.24710382,36,54,39.176607,53.043067,"","",https://poll.qu.edu/poll-release?releaseid=3862,81701,165630,11/22/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/17/2022,11/19/2022,Morning Consult,B,2210,a,.05194621,.00431168,45,51,43.579656,53.155427,"","",https://morningconsult.com/2022/11/22/gop-election-confidence-trust-post-midterms/,81696,165608,11/22/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/15/2022,11/21/2022,Morning Consult,B,45000,a,.15110405,.01254206,42,51,40.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81713,165773,11/27/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/16/2022,11/22/2022,Morning Consult,B,45000,a,.15223824,.01563441,41,52,39.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81714,165774,11/27/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/15/2022,11/22/2022,Marquette University Law School,A/B,1004,a,1.9167063,.30816476,45,55,43.062781,53.793389,"","",https://law.marquette.edu/poll/wp-content/uploads/2022/12/MLSPSC11PressRelease_NationalIssues.pdf,81725,165850,12/1/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/17/2022,11/20/2022,American Research Group,C+,1100,a,1.107823,.17811388,41,54,39.760708,54.413148,"","",https://americanresearchgroup.com/,81692,165591,11/21/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/18/2022,11/22/2022,The Bullfinch Group,"",1200,a,1.071708,.20084237,44,53,42.249297,53.808231,"","",https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q4-nationwide-survey-1,81704,165705,11/22/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/17/2022,11/23/2022,Morning Consult,B,45000,a,.15348846,.01879054,41,51,39.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81727,165839,12/1/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/19/2022,11/22/2022,YouGov,B+,1500,a,1.1177226,.18110744,43,47,43.211562,47.604947,"","",https://docs.cdn.yougov.com/5wsputvmjl/econtoplines.pdf,81706,165746,11/23/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/9/2022,12/2/2022,Gallup,B+,1020,a,1.5505614,.3318662,40,55,39.433306,53.591779,"","",https://news.gallup.com/poll/406421/biden-congress-job-ratings-unchanged-midterm-elections.aspx,81794,166125,12/8/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/18/2022,11/24/2022,Morning Consult,B,45000,a,.15487065,.02203122,42,51,40.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81728,165840,12/1/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/21/2022,11/22/2022,Ipsos,B-,1002,a,.69901866,.13545724,37,57,35.73751,56.998983,"","",https://www.ipsos.com/en-us/news-polls/ipsos-core-political-presidential-approval-tracker-11232022,81715,165775,11/27/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/19/2022,11/25/2022,Morning Consult,B,45000,a,.15640358,.02538054,42,51,40.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81729,165841,12/1/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/20/2022,11/26/2022,Morning Consult,B,45000,a,.15410007,.02885146,41,52,39.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81730,165842,12/1/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/21/2022,11/27/2022,Morning Consult,B,45000,a,.15285139,.03247379,41,52,39.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81731,165843,12/1/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/22/2022,11/28/2022,Morning Consult,B,45000,a,.1524599,.03627464,41,52,39.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81732,165844,12/1/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/25/2022,11/27/2022,Léger,B/C,1003,a,.96909358,.30727115,45,53,43.862583,51.916071,"","",https://leger360.com/surveys/joe-biden-and-kamala-harris-approval-ratings-december-6-2022/,81767,165991,12/7/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/23/2022,11/29/2022,Morning Consult,B,45000,a,.15282304,.04027015,41,51,39.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81733,165845,12/1/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/24/2022,11/30/2022,Morning Consult,B,45000,a,.15388894,.04447971,41,51,39.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81785,166116,12/8/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/26/2022,11/29/2022,YouGov,B+,1500,a,1.0509949,.40454048,39.37,50.38,39.581562,50.984947,"","",https://today.yougov.com/topics/politics/articles-reports/2022/11/30/politics-economist-yougov-poll-november-26-29-2022,81724,165800,11/30/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/26/2022,11/30/2022,Hart Research Associates/Public Opinion Strategies,B+,801,a,1.2537193,.53999278,41,54,41.701119,53.036232,"","",https://www.cnbc.com/2022/12/09/majority-of-americans-dont-want-biden-or-trump-to-run-again-in-2024-cnbc-survey-shows.html,81800,166176,12/9/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/25/2022,12/1/2022,Morning Consult,B,45000,a,.15569845,.05558191,41,52,39.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81786,166117,12/8/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/26/2022,12/2/2022,Morning Consult,B,45000,a,.15808231,.06702497,41,52,39.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81787,166118,12/8/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/28/2022,11/29/2022,Ipsos,B-,1005,a,.73508213,.32649554,40.4,54.79,39.13751,54.788983,"","",https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html,81723,165791,11/29/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/27/2022,12/3/2022,Morning Consult,B,45000,a,.16109401,.07896481,41,51,39.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81788,166119,12/8/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/28/2022,12/4/2022,Morning Consult,B,45000,a,.16497051,.09163023,41,52,39.579656,54.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81789,166120,12/8/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/30/2022,12/2/2022,Big Village,B,1005,a,1.2001111,.69556701,41.2,50.8,41.003487,52.086844,"","",https://s3.amazonaws.com/cdn.big-village.com/big-village/2022/12/Big-Village-Politics-Poll-12.02.22.pdf,81765,165975,12/6/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/29/2022,12/5/2022,Morning Consult,B,45000,a,.16980893,.10526738,42,51,40.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81790,166121,12/8/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,11/30/2022,12/6/2022,Morning Consult,B,45000,a,1.2297295,.84081687,42,51,40.579656,53.155427,"",T,https://morningconsult.com/form/global-leader-approval/,81791,166122,12/8/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,12/1/2022,12/5/2022,YouGov,B+,1635,a,1.1711207,.81814275,42,52,42.211562,52.604947,"","",https://news.yahoo.com/poll-de-santis-surges-to-5-point-lead-over-weakened-trump-in-2024-primary-matchup-100022596.html,81768,166126,12/8/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,12/1/2022,12/7/2022,SSRS,C,1208,a,1.0406032,.80364228,46,54,44.528904,52.175422,"","",https://www.cnn.com/2022/12/09/politics/cnn-poll-state-country-economy/index.html,81795,166152,12/9/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,12/3/2022,12/6/2022,YouGov,B+,1500,a,1.1359544,.93063832,42,51,42.211562,51.604947,"","",https://docs.cdn.yougov.com/dshfq4wqyr/econtoplines.pdf,81769,166001,12/7/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,12/5/2022,12/6/2022,Ipsos,B-,1004,a,.86676588,.76080172,37.84,55.96,36.57751,55.958983,"","",https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html,81781,166104,12/7/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,12/7/2022,12/9/2022,TIPP Insights,A+,1351,a,2.5010833,2.5010833,40,49,39.870529,52.940171,"","",https://www.investors.com/politics/biden-approval-rating-slips-as-gas-prices-fall-but-younger-adults-turn-cool/,81804,166190,12/12/2022,10:46:58 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/1/2021,1/31/2021,SurveyMonkey,C,33457,rv,1.5620615,0,56,42,56.129408,39.26588,"","",https://www.surveymonkey.com/curiosity/biden-approval-tracker-2022/,80774,162065,9/24/2022,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/19/2021,1/21/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.33818752,0,48,45,49.146007,41.027346,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74247,139395,1/22/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/20/2021,1/21/2021,Ipsos,B-,950,rv,1.199961,0,57,32,56.368191,33.049452,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-01/2021_reuters_tracking_-_core_political_presidential_approval_tracker_01_22_2021.pdf,74248,139405,1/22/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/20/2021,1/22/2021,Morning Consult,B,9000,rv,.66611997,0,54,31,52.615557,31.023174,"",T,https://morningconsult.com/2021/02/03/biden-job-approval-executive-orders/,74273,139578,2/3/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/20/2021,1/21/2021,Morning Consult,B,1993,rv,.22126285,0,56,31,54.615557,31.023174,"","",https://assets.morningconsult.com/wp-uploads/2021/01/21155806/210166_crosstabs_MC_WASHINGTON_RVs_v2.pdf,74246,139394,1/22/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/20/2021,1/24/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.1776436,0,48,47,49.146007,43.027346,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74249,139406,1/25/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/21/2021,1/23/2021,RMG Research,B-,1200,rv,.8806739,0,58,32,57.917162,32.839589,"","",https://justthenews.com/politics-policy/polling/poll-nearly-third-voters-disapprove-bidens-job-performance-so-far,74270,139489,1/28/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/21/2021,1/22/2021,HarrisX,B+,941,rv,1.041367,0,63,37,59.472031,38.900334,"","",https://thehill.com/hilltv/what-americas-thinking/535742-poll-president-bidens-first-approval-of-his-term-at-63-percent,74256,139422,1/25/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/20/2021,1/26/2021,Echelon Insights,B/C,1006,rv,1.1879702,0,55,33,53.530257,33.044566,"","",https://echeloninsights.com/in-the-news/january-omnibus-biden-administration/,74329,139616,2/3/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/21/2021,1/24/2021,Monmouth University,A,736,rv,1.414909,0,54,31,55.490604,30.808636,"","",https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_012721.pdf/,74263,139457,1/27/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/21/2021,1/25/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.50167279,0,48,47,49.146007,43.027346,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74259,139428,1/26/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/22/2021,1/24/2021,Morning Consult,B,11444,rv,1.1650571,0,56,34,54.615557,34.023174,"",T,https://morningconsult.com/2021/01/25/morning-consult-political-intelligence-biden-job-approval-polling/,74257,139423,1/25/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/22/2021,1/25/2021,Morning Consult,B,1990,rv,.20496355,0,59,32,57.615557,32.023174,"","",https://assets.morningconsult.com/wp-uploads/2021/01/27081057/210182_crosstabs_POLITICO_RVs_v1_AUTO.pdf,74264,139461,1/27/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/22/2021,1/25/2021,Data for Progress,B,1164,lv,1.4552095,0,57,36,56.098213,35.796154,"","",https://www.dataforprogress.org/blog/2021/1/28/fifty-seven-percent-of-voters-approve-of-biden-in-his-first-week-as-president,74271,139490,1/28/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/24/2021,1/26/2021,YouGov,B+,1245,rv,1.3276459,0,52,36,51.938171,36.441113,"","",https://docs.cdn.yougov.com/ld46rgtdlz/econTabReport.pdf,74262,139435,1/27/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/24/2021,1/26/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.25591397,0,48,48,49.146007,44.027346,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74261,139433,1/27/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/24/2021,1/27/2021,Marist College,A,1153,rv,2.003363,0,50,36,50.745694,35.97777,"","",http://maristpoll.marist.edu/wp-content/uploads/2021/02/Marist-Poll_USA-NOS-and-Tables_202101281213-1.pdf#page=3,74320,139559,2/1/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/25/2021,1/27/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.24753628,0,49,48,50.146007,44.027346,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74268,139483,1/28/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/26/2021,1/28/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.240225,0,50,45,51.146007,41.027346,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74290,139515,1/29/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/27/2021,1/29/2021,TIPP Insights,A+,1002,rv,1.9453046,0,58,29,56.145126,32.974599,"","",https://www.investors.com/politics/joe-biden-job-approval-enjoys-honeymoon-vs-donald-trump-ibd-tipp-poll/,74321,139561,2/1/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/28/2021,1/30/2021,RMG Research,B-,1200,rv,.73682805,0,58,35,57.917162,35.839589,"","",https://scottrasmussen.com/biden-job-approval-60/,74355,139680,2/9/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/28/2021,1/29/2021,HarrisX,B+,945,rv,.90482334,0,61,39,57.472031,40.900334,"","",https://thehill.com/hilltv/what-americas-thinking/536809-poll-biden-approval-dips-to-61-percent,74322,139562,2/1/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/27/2021,1/31/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.13780096,0,49,46,50.146007,42.027346,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74293,139520,2/1/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/29/2021,1/29/2021,John Zogby Strategies,B/C,841,lv,1.1150749,0,56.1,36.4,54.793806,36.684958,"","",https://johnzogbystrategies.com/wp-content/uploads/2021/02/Crosstabs-Voters-012921.pdf,74326,139569,2/2/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/28/2021,2/1/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.40436588,0,51,45,52.146007,41.027346,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74325,139568,2/2/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/27/2021,2/1/2021,Navigator Research,B/C,1005,rv,.91595682,0,53,39,52.205166,38.524098,"","",https://navigatorresearch.org/wp-content/uploads/2021/02/Navigator-Topline-02.02.21.pdf,74324,139564,2/2/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/28/2021,2/1/2021,Quinnipiac University,A-,983,rv,1.4484617,0,50,36,52.99508,35.551454,"","",https://poll.qu.edu/poll-release-legacy?releaseid=3688,74334,139850,2/19/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/29/2021,2/1/2021,Morning Consult,B,1986,rv,.23523862,0,58,35,56.615557,35.023174,"","",https://assets.morningconsult.com/wp-uploads/2021/02/03074817/2101110_crosstabs_POLITICO_RVs_v1.pdf,74330,139576,2/3/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/30/2021,2/1/2021,Morning Consult,B,9000,rv,1.066036,0,56,37,54.615557,37.023174,"",T,https://morningconsult.com/2021/02/03/biden-job-approval-executive-orders/,74331,139577,2/3/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/31/2021,2/2/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.21940877,0,51,47,52.146007,43.027346,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74333,139595,2/3/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,1/31/2021,2/2/2021,YouGov,B+,1272,rv,1.1676039,0,50,40,49.938171,40.441113,"","",https://docs.cdn.yougov.com/460mactkmh/econTabReport.pdf,74332,139594,2/3/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,2/1/2021,2/3/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.21793511,0,52,46,53.146007,42.027346,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74338,139642,2/4/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,2/2/2021,2/4/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.21648187,0,49,48,50.146007,44.027346,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74347,139654,2/5/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,2/4/2021,2/6/2021,RMG Research,B-,1200,rv,.69621914,0,60,32,59.917162,32.839589,"","",https://scottrasmussen.com/biden-job-approval-60/,74354,139679,2/9/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,2/3/2021,2/7/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.1281564,0,50,47,51.146007,43.027346,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74349,139669,2/8/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,2/4/2021,2/8/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.38029845,0,51,46,52.146007,42.027346,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74352,139675,2/9/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,2/5/2021,2/7/2021,Morning Consult,B,1986,rv,.36834158,0,59,35,57.615557,35.023174,"","",https://assets.morningconsult.com/wp-uploads/2021/02/11080445/210227_crosstabs_POLITICO_RVs_v1_AUTO.pdf,74351,139673,2/8/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,2/6/2021,2/9/2021,YouGov,B+,1306,rv,1.1395667,0,53,40,52.938171,40.441113,"","",https://docs.cdn.yougov.com/rqqxdo2ujy/econTabReport.pdf,74360,139698,2/10/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,2/7/2021,2/9/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20929771,0,51,47,52.146007,43.027346,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74359,139696,2/10/2021,10:47:11 12 Dec 2022
Joe Biden,Voters,12/12/2022,2/8/2021,2/10/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20928828,0,50,47,51.146007,43.027346,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74362,139720,2/11/2021,10:47:11 12 Dec 2022
